Provider_ID,Hospital_Name,Address,City,State,ZIP_Code,Phone_Number,Condition,Score,Sample,Location,Hospital_overall_rating
371320,"CLEVELAND AREA HOSPITAL","1401 WEST PAWNEE",CLEVELAND,OK,74020,9183582501,"Emergency Department",22,35,"1401 WEST PAWNEE
CLEVELAND, OK
(36.309882, -96.481121)","Not Available"
371326,"ALLIANCEHEALTH MADILL","901 S 5TH AVE",MADILL,OK,73446,5807953384,"Emergency Department",12,434,"901 S 5TH AVE
MADILL, OK
(34.081738, -96.77845)",3
371324,"HARPER COUNTY COMMUNITY HOSPITAL","1003 US HIGHWAY 64 NORTH",BUFFALO,OK,73834,5807352555,"Emergency Department",27,77,"1003 US HIGHWAY 64 NORTH
BUFFALO, OK
(36.844966, -99.629302)","Not Available"
371319,"MARY HURLEY HOSPITAL","6 NORTH COVINGTON",COALGATE,OK,74538,5809272327,"Emergency Department",24,260,"6 NORTH COVINGTON
COALGATE, OK
(34.539222, -96.224287)",3
371321,"HOLDENVILLE GENERAL HOSPITAL","100 MCDOUGAL DRIVE",HOLDENVILLE,OK,74848,4053794200,"Emergency Department",12,167,"100 MCDOUGAL DRIVE
HOLDENVILLE, OK
(35.088213, -96.378265)",3
371330,"MANGUM REGIONAL MEDICAL CENTER","1 WICKERSHAM DRIVE",MANGUM,OK,73554,5807823353,"Emergency Department",20,41,"1 WICKERSHAM DRIVE
MANGUM, OK
(34.891823, -99.502341)","Not Available"
380022,"SAMARITAN ALBANY GENERAL HOSPITAL","1046 6TH AVENUE SW",ALBANY,OR,97321,5418124000,"Emergency Department",12,398,"1046 6TH AVENUE SW
ALBANY, OR
(44.632067, -123.116771)",3
380004,"PROVIDENCE ST VINCENT MEDICAL CENTER","9205 SW BARNES ROAD",PORTLAND,OR,97225,5032162213,"Emergency Department",36,420,"9205 SW BARNES ROAD
PORTLAND, OR
(45.50882, -122.770657)",5
380061,"PROVIDENCE PORTLAND MEDICAL CENTER","4805 NE GLISAN STREET",PORTLAND,OR,97213,5032151111,"Emergency Department",36,418,"4805 NE GLISAN STREET
PORTLAND, OR
(45.526518, -122.613781)",4
371338,"HARMON MEMORIAL HOSPITAL","400 EAST CHESTNUT STREET",HOLLIS,OK,73550,5806883363,"Emergency Department",21,99,"400 EAST CHESTNUT STREET
HOLLIS, OK
(34.691537, -99.914366)","Not Available"
380007,"LEGACY EMANUEL MEDICAL CENTER","2801 N GANTENBEIN AVENUE",PORTLAND,OR,97227,5034132200,"Emergency Department",33,407,"2801 N GANTENBEIN AVENUE
PORTLAND, OR
(45.543936, -122.669445)",2
380029,"LEGACY SILVERTON MEDICAL CENTER","342 FAIRVIEW STREET",SILVERTON,OR,97381,5038731500,"Emergency Department",27,403,"342 FAIRVIEW STREET
SILVERTON, OR
(45.004564, -122.790746)",4
380033,"SACRED HEART UNIVERSITY DISTRICT","1255 HILYARD STREET",EUGENE,OR,97401,5416867300,"Emergency Department",53,561,"1255 HILYARD STREET
EUGENE, OR
(44.046056, -123.082105)",2
380020,"MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET",SPRINGFIELD,OR,97477,5417264400,"Emergency Department",22,417,"1460 G STREET
SPRINGFIELD, OR
(44.0524, -123.002589)",3
380047,"ST CHARLES BEND","2500 NE NEFF ROAD",BEND,OR,97701,5413824321,"Emergency Department",49,467,"2500 NE NEFF ROAD
BEND, OR
(44.065757, -121.266661)",4
380040,"ST CHARLES REDMOND","1253 N CANAL BLVD",REDMOND,OR,97756,5415488131,"Emergency Department",31,454,"1253 N CANAL BLVD
REDMOND, OR
(44.288703, -121.168558)",4
380025,"LEGACY MOUNT HOOD MEDICAL CENTER","24800 SE STARK STREET",GRESHAM,OR,97030,5036741122,"Emergency Department",39,408,"24800 SE STARK STREET
GRESHAM, OR
(45.519053, -122.408279)",3
380014,"GOOD SAMARITAN REGIONAL MEDICAL CENTER","3600 NW SAMARITAN DRIVE",CORVALLIS,OR,97330,5417685111,"Emergency Department",33,401,"3600 NW SAMARITAN DRIVE
CORVALLIS, OR
(44.604624, -123.251104)",3
380005,"ASANTE ASHLAND COMMUNITY HOSPITAL","280 MAPLE STREET",ASHLAND,OR,97520,5412014017,"Emergency Department",17,418,"280 MAPLE STREET
ASHLAND, OR
(42.206445, -122.725129)",5
380050,"SKY LAKES MEDICAL CENTER","2865 DAGGETT AVENUE","KLAMATH FALLS",OR,97601,5412746150,"Emergency Department",74,49,"2865 DAGGETT AVENUE
KLAMATH FALLS, OR
(42.252655, -121.787391)",3
380002,"ASANTE THREE RIVERS MEDICAL CENTER","500 SW RAMSEY AVENUE","GRANTS PASS",OR,97527,5414727000,"Emergency Department",33,377,"500 SW RAMSEY AVENUE
GRANTS PASS, OR
(42.420437, -123.341495)",5
380018,"ASANTE ROGUE REGIONAL MEDICAL CENTER","2825 E BARNETT ROAD",MEDFORD,OR,97504,5417897000,"Emergency Department",11,404,"2825 E BARNETT ROAD
MEDFORD, OR
(42.316483, -122.830443)",5
381304,"SOUTHERN COOS HOSPITAL & HEALTH CENTER","900 11TH STREET SE",BANDON,OR,97411,5413472426,"Emergency Department","Not Available","Not Available","900 11TH STREET SE
BANDON, OR
(43.113244, -124.402426)","Not Available"
160089,"OTTUMWA REGIONAL HEALTH CENTER","1001 E PENNSYLVANIA",OTTUMWA,IA,52501,6416827511,"Emergency Department",18,597,"1001 E PENNSYLVANIA
OTTUMWA, IA
",3
380017,"LEGACY GOOD SAMARITAN MEDICAL CENTER","1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,5034137682,"Emergency Department",25,405,"1015 NW 22ND AVENUE, W121
PORTLAND, OR
(45.530551, -122.696589)",4
380021,"TUALITY COMMUNITY HOSPITAL","335 SE 8TH AVENUE",HILLSBORO,OR,97123,5036811111,"Emergency Department",23,289,"335 SE 8TH AVENUE
HILLSBORO, OR
(45.519623, -122.97731)",4
380037,"PROVIDENCE NEWBERG MEDICAL CENTER","1001 PROVIDENCE DRIVE",NEWBERG,OR,97132,5035371555,"Emergency Department",14,420,"1001 PROVIDENCE DRIVE
NEWBERG, OR
(45.308552, -122.933913)",4
380038,"PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER","1500 DIVISION STREET","OREGON CITY",OR,97045,5036576915,"Emergency Department",24,420,"1500 DIVISION STREET
OREGON CITY, OR
(45.356647, -122.588371)",4
380027,"MERCY MEDICAL CENTER","2700 NW STEWART PARKWAY",ROSEBURG,OR,97471,5416730611,"Emergency Department",33,404,"2700 NW STEWART PARKWAY
ROSEBURG, OR
(43.239963, -123.366611)",3
380009,"OHSU HOSPITAL AND CLINICS","3181 SW SAM JACKSON PARK ROAD",PORTLAND,OR,97239,5034944036,"Emergency Department",56,375,"3181 SW SAM JACKSON PARK ROAD
PORTLAND, OR
(45.499144, -122.687168)",4
380001,"MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","THE DALLES",OR,97058,5412961111,"Emergency Department",60,367,"1700 E 19TH STREET
THE DALLES, OR
(45.587948, -121.16547)",3
381318,"PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL","810 12TH STREET","HOOD RIVER",OR,97031,5413863911,"Emergency Department",13,411,"810 12TH STREET
HOOD RIVER, OR
(45.704561, -121.523224)",4
390002,"UPMC MCKEESPORT","1500 FIFTH AVENUE","MC KEESPORT",PA,15132,4126642000,"Emergency Department",13,617,"1500 FIFTH AVENUE
MC KEESPORT, PA
(40.3523, -79.849218)",4
381303,"PROVIDENCE SEASIDE HOSPITAL","725 S WAHANNA ROAD",SEASIDE,OR,97138,5037177000,"Emergency Department",13,409,"725 S WAHANNA ROAD
SEASIDE, OR
(45.989367, -123.914805)",3
380102,"SACRED HEART MEDICAL CENTER - RIVERBEND","3333 RIVERBEND DRIVE",SPRINGFIELD,OR,97477,5412227300,"Emergency Department",48,403,"3333 RIVERBEND DRIVE
SPRINGFIELD, OR
(44.081312, -123.028655)",2
381311,"LOWER UMPQUA HOSPITAL DISTRICT","600 RANCH ROAD",REEDSPORT,OR,97467,5412712171,"Emergency Department",14,190,"600 RANCH ROAD
REEDSPORT, OR
(43.695324, -124.135571)","Not Available"
380071,"WILLAMETTE VALLEY MEDICAL CENTER","2700 SE STRATUS AVE.",MCMINNVILLE,OR,97128,5034726131,"Emergency Department",20,536,"2700 SE STRATUS AVE.
MCMINNVILLE, OR
(45.20031, -123.16523)",4
380075,"PROVIDENCE MEDFORD MEDICAL CENTER","1111 CRATER LAKE AVENUE",MEDFORD,OR,97504,5417325196,"Emergency Department",30,415,"1111 CRATER LAKE AVENUE
MEDFORD, OR
(42.339698, -122.861016)",3
381324,"ST CHARLES - MADRAS","470 NE A STREET",MADRAS,OR,97741,5414753882,"Emergency Department",25,580,"470 NE A STREET
MADRAS, OR
(44.637362, -121.121358)",4
380091,"KAISER SUNNYSIDE MEDICAL CENTER","10180 SE SUNNYSIDE ROAD",CLACKAMAS,OR,97015,5036522880,"Emergency Department","Not Available","Not Available","10180 SE SUNNYSIDE ROAD
CLACKAMAS, OR
(45.433462, -122.558525)",4
380051,"SALEM HOSPITAL","890 OAK STREET, SE",SALEM,OR,97301,5035615200,"Emergency Department",48,4061,"890 OAK STREET, SE
SALEM, OR
(44.932887, -123.033146)",4
380090,"BAY AREA HOSPITAL","1775 THOMPSON ROAD","COOS BAY",OR,97420,5412698124,"Emergency Department",36,399,"1775 THOMPSON ROAD
COOS BAY, OR
(43.385854, -124.232463)",2
380089,"LEGACY MERIDIAN PARK MEDICAL CENTER","19300 SW 65TH AVENUE",TUALATIN,OR,97062,5036922182,"Emergency Department",20,408,"19300 SW 65TH AVENUE
TUALATIN, OR
(45.377481, -122.743931)",4
381305,"BLUE MOUNTAIN HOSPITAL","170 FORD ROAD","JOHN DAY",OR,97845,5415751311,"Emergency Department","Not Available","Not Available","170 FORD ROAD
JOHN DAY, OR
(44.417651, -118.95922)","Not Available"
381308,"SALEM HEALTH WEST VALLEY","525 SE WASHINGTON STREET",DALLAS,OR,97338,5036238301,"Emergency Department","Not Available","Not Available","525 SE WASHINGTON STREET
DALLAS, OR
(44.919407, -123.310687)","Not Available"
380060,"ADVENTIST MEDICAL CENTER","10123 SE MARKET STREET",PORTLAND,OR,97216,5032572500,"Emergency Department",13,380,"10123 SE MARKET STREET
PORTLAND, OR
(45.511537, -122.559093)",4
381317,"TILLAMOOK REGIONAL MEDICAL CENTER","1000 THIRD STREET",TILLAMOOK,OR,97141,5038424444,"Emergency Department","Not Available","Not Available","1000 THIRD STREET
TILLAMOOK, OR
(45.456322, -123.854951)",3
390009,"SAINT VINCENT HOSPITAL","232 WEST 25TH STREET",ERIE,PA,16544,8144525000,"Emergency Department",9,2385,"232 WEST 25TH STREET
ERIE, PA
(42.110708, -80.079932)",2
380082,"PROVIDENCE MILWAUKIE HOSPITAL","10150 SE 32ND AVENUE",MILWAUKIE,OR,97222,5035138336,"Emergency Department",21,420,"10150 SE 32ND AVENUE
MILWAUKIE, OR
(45.449714, -122.629791)",3
381325,"GOOD SHEPHERD MEDICAL CENTER","610 NW 11TH STREET",HERMISTON,OR,97838,5416673400,"Emergency Department",34,457,"610 NW 11TH STREET
HERMISTON, OR
(45.846135, -119.31095)",3
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC","351 SW 9TH STREET",ONTARIO,OR,97914,5418817000,"Emergency Department",15,384,"351 SW 9TH STREET
ONTARIO, OR
(44.025448, -116.975133)",4
381310,"PIONEER MEMORIAL HOSPITAL","564 E PIONEER DRIVE",HEPPNER,OR,97836,5416769133,"Emergency Department",29,69,"564 E PIONEER DRIVE
HEPPNER, OR
(45.356268, -119.54763)","Not Available"
381314,"SAMARITAN PACIFIC COMMUNITY HOSPITAL","930 SW ABBEY STREET",NEWPORT,OR,97365,5412652244,"Emergency Department",20,391,"930 SW ABBEY STREET
NEWPORT, OR
(44.629858, -124.059164)",3
381322,"CURRY GENERAL HOSPITAL","94220 FOURTH STREET","GOLD BEACH",OR,97444,5412473000,"Emergency Department",3,390,"94220 FOURTH STREET
GOLD BEACH, OR
(42.411659, -124.418658)",2
381321,"GRANDE RONDE HOSPITAL","900 SUNSET DRIVE","LA GRANDE",OR,97850,5419638421,"Emergency Department",21,419,"900 SUNSET DRIVE
LA GRANDE, OR
(45.319464, -118.104828)",3
381320,"COLUMBIA MEMORIAL HOSPITAL","2111 EXCHANGE STREET",ASTORIA,OR,97103,5033254321,"Emergency Department","Not Available","Not Available","2111 EXCHANGE STREET
ASTORIA, OR
(46.188505, -123.81846)",3
381323,"SAMARITAN LEBANON COMMUNITY HOSPITAL","525 N SANTIAM HIGHWAY",LEBANON,OR,97355,5412582101,"Emergency Department",14,403,"525 N SANTIAM HIGHWAY
LEBANON, OR
(44.550528, -122.908414)",3
381313,"ST CHARLES PRINEVILLE","384 SE COMBS FLAT ROAD",PRINEVILLE,OR,97754,5414476254,"Emergency Department",21,586,"384 SE COMBS FLAT ROAD
PRINEVILLE, OR
(44.299307, -120.82699)",4
390008,"ELLWOOD CITY HOSPITAL","724 PERSHING STREET","ELLWOOD CITY",PA,16117,7247520081,"Emergency Department",14,1099,"724 PERSHING STREET
ELLWOOD CITY, PA
(40.869349, -80.274479)",4
390006,"GEISINGER MEDICAL CENTER","100 NORTH ACADEMY AVENUE",DANVILLE,PA,17822,5702716211,"Emergency Department",24,763,"100 NORTH ACADEMY AVENUE
DANVILLE, PA
(40.966819, -76.603274)",2
390003,"GEISINGER-BLOOMSBURG HOSPITAL","549 EAST FAIR STREET",BLOOMSBURG,PA,17815,5703872100,"Emergency Department",19,767,"549 EAST FAIR STREET
BLOOMSBURG, PA
(41.008648, -76.452869)",4
390001,"GEISINGER-COMMUNITY MEDICAL CENTER","1822 MULBERRY STREET",SCRANTON,PA,18510,5709698240,"Emergency Department",10,764,"1822 MULBERRY STREET
SCRANTON, PA
(41.400717, -75.64589)",2
380056,"SANTIAM HOSPITAL","1401 N 10TH AVENUE",STAYTON,OR,97383,5037692175,"Emergency Department",21,385,"1401 N 10TH AVENUE
STAYTON, OR
(44.80524, -122.784124)",3
381315,"SAINT ALPHONSUS MEDICAL CENTER - BAKER CITY, INC","3325 POCAHONTAS ROAD","BAKER CITY",OR,97814,5415236461,"Emergency Department","Not Available","Not Available","3325 POCAHONTAS ROAD
BAKER CITY, OR
(44.79612, -117.846285)",4
381309,"LAKE DISTRICT HOSPITAL","700 SOUTH J STREET",LAKEVIEW,OR,97630,5419472114,"Emergency Department",43,259,"700 SOUTH J STREET
LAKEVIEW, OR
(42.181583, -120.351437)",3
381302,"SAMARITAN NORTH LINCOLN HOSPITAL","3043 NE 28TH STREET","LINCOLN CITY",OR,97367,5419943661,"Emergency Department",14,391,"3043 NE 28TH STREET
LINCOLN CITY, OR
(44.985179, -123.995454)",3
381306,"WALLOWA MEMORIAL HOSPITAL","601 MEDICAL PARKWAY",ENTERPRISE,OR,97828,5414263111,"Emergency Department","Not Available","Not Available","601 MEDICAL PARKWAY
ENTERPRISE, OR
(45.431755, -117.281385)","Not Available"
381307,"HARNEY DISTRICT HOSPITAL","557 W WASHINGTON STREET",BURNS,OR,97720,5415737281,"Emergency Department",16,237,"557 W WASHINGTON STREET
BURNS, OR
(43.588723, -119.06057)","Not Available"
390012,"LANSDALE HOSPITAL","100 MEDICAL CAMPUS DRIVE",LANSDALE,PA,19446,2153682100,"Emergency Department",17,392,"100 MEDICAL CAMPUS DRIVE
LANSDALE, PA
(40.2512, -75.271523)",3
381316,"PEACE HARBOR MEDICAL CENTER","400 9TH STREET",FLORENCE,OR,97439,5419978412,"Emergency Department",25,498,"400 9TH STREET
FLORENCE, OR
(43.974589, -124.117464)",4
381312,"COQUILLE VALLEY HOSPITAL DISTRICT","940 EAST 5TH STREET",COQUILLE,OR,97423,5413963101,"Emergency Department",21,375,"940 EAST 5TH STREET
COQUILLE, OR
(43.178982, -124.179143)",3
380103,"KAISER FOUNDATION HOSPITAL - WESTSIDE","2875 NW STUCKI AVE",HILLSBORO,OR,97124,9713101000,"Emergency Department","Not Available","Not Available","2875 NW STUCKI AVE
HILLSBORO, OR
(45.539713, -122.875667)",4
381301,"PEACEHEALTH COTTAGE GROVE COMMUNITY MEDICAL CENTER","1515 VILLAGE DRIVE","COTTAGE GROVE",OR,97424,5417675500,"Emergency Department",37,439,"1515 VILLAGE DRIVE
COTTAGE GROVE, OR
(43.803841, -123.038615)",4
390004,"HOLY SPIRIT HOSPITAL","503 NORTH 21ST STREET","CAMP HILL",PA,17011,7177632100,"Emergency Department",31,738,"503 NORTH 21ST STREET
CAMP HILL, PA
(40.25141, -76.923468)",4
390036,"HERITAGE VALLEY BEAVER","1000 DUTCH RIDGE ROAD",BEAVER,PA,15009,4127287000,"Emergency Department",32,217,"1000 DUTCH RIDGE ROAD
BEAVER, PA
(40.710345, -80.324352)",3
390031,"LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR","700 EAST NORWEGIAN STREET",POTTSVILLE,PA,17901,5706214000,"Emergency Department",44,348,"700 EAST NORWEGIAN STREET
POTTSVILLE, PA
(40.690178, -76.187766)",1
390046,"YORK HOSPITAL","1001 SOUTH GEORGE STREET",YORK,PA,17403,7178512345,"Emergency Department",55,393,"1001 SOUTH GEORGE STREET
YORK, PA
(39.946668, -76.720535)",3
390041,"UNIONTOWN HOSPITAL","500 WEST BERKELEY STREET",UNIONTOWN,PA,15401,7244305000,"Emergency Department",24,384,"500 WEST BERKELEY STREET
UNIONTOWN, PA
(39.901996, -79.737619)",3
390050,"ALLEGHENY GENERAL HOSPITAL","320 EAST NORTH AVENUE",PITTSBURGH,PA,15212,4123593131,"Emergency Department",9,501,"320 EAST NORTH AVENUE
PITTSBURGH, PA
(40.456149, -80.003249)",1
390027,"TEMPLE UNIVERSITY HOSPITAL","3401 NORTH BROAD STREET",PHILADELPHIA,PA,19140,2157072000,"Emergency Department",55,359,"3401 NORTH BROAD STREET
PHILADELPHIA, PA
(40.004667, -75.1522)",2
390019,"PALMERTON HOSPITAL","135 LAFAYETTE AVENUE",PALMERTON,PA,18071,6108263141,"Emergency Department","Not Available","Not Available","135 LAFAYETTE AVENUE
PALMERTON, PA
(40.802158, -75.615261)","Not Available"
390026,"CHESTNUT HILL HOSPITAL","8835 GERMANTOWN AVE",PHILADELPHIA,PA,19118,2152488200,"Emergency Department",20,422,"8835 GERMANTOWN AVE
PHILADELPHIA, PA
(40.078791, -75.212752)",1
390016,"JAMESON MEMORIAL HOSPITAL","1211 WILMINGTON AVENUE","NEW CASTLE",PA,16105,7246589001,"Emergency Department",22,381,"1211 WILMINGTON AVENUE
NEW CASTLE, PA
(41.01305, -80.350878)",2
390042,"WASHINGTON HOSPITAL, THE","155 WILSON AVENUE",WASHINGTON,PA,15301,7242257000,"Emergency Department",42,568,"155 WILSON AVENUE
WASHINGTON, PA
(40.183244, -80.247471)",3
390057,"GRAND VIEW HOSPITAL","700 LAWN AVENUE",SELLERSVILLE,PA,18960,2154534615,"Emergency Department",21,1393,"700 LAWN AVENUE
SELLERSVILLE, PA
(40.362567, -75.324169)",5
390028,"UPMC MERCY","1400 LOCUST STREET",PITTSBURGH,PA,15219,4122328111,"Emergency Department",12,619,"1400 LOCUST STREET
PITTSBURGH, PA
(40.436831, -79.985623)",2
390056,"J C BLAIR MEMORIAL HOSPITAL","1225 WARM SPRINGS AVE",HUNTINGDON,PA,16652,8146432290,"Emergency Department",38,345,"1225 WARM SPRINGS AVE
HUNTINGDON, PA
(40.493656, -78.013908)",4
441306,"ERLANGER BLEDSOE HOSPITAL","71 WHEELERTOWN AVENUE",PIKEVILLE,TN,37367,4234472112,"Emergency Department",22,373,"71 WHEELERTOWN AVENUE
PIKEVILLE, TN
(35.62183, -85.188304)","Not Available"
390084,"SUNBURY COMMUNITY HOSPITAL","350 NORTH 11TH STREET",SUNBURY,PA,17801,5702863333,"Emergency Department",25,430,"350 NORTH 11TH STREET
SUNBURY, PA
(40.862314, -76.778131)",3
390045,"WILLIAMSPORT REGIONAL MEDICAL CENTER","700 HIGH STREET",WILLIAMSPORT,PA,17701,5703211000,"Emergency Department",34,500,"700 HIGH STREET
WILLIAMSPORT, PA
(41.24547, -77.014432)",3
390044,"READING HOSPITAL","SIXTH AVENUE AND SPRUCE ST",READING,PA,19603,6109888000,"Emergency Department",45,1412,"SIXTH AVENUE AND SPRUCE ST
READING, PA
(40.332428, -75.950021)",4
390035,"ST LUKE'S QUAKERTOWN HOSPITAL","1021 PARK AVENUE",QUAKERTOWN,PA,18951,2155384500,"Emergency Department",19,381,"1021 PARK AVENUE
QUAKERTOWN, PA
(40.437795, -75.348774)",4
390049,"ST LUKE'S HOSPITAL BETHLEHEM","801 OSTRUM STREET",BETHLEHEM,PA,18015,6109544000,"Emergency Department",31,758,"801 OSTRUM STREET
BETHLEHEM, PA
(40.608697, -75.392507)",4
390052,"PENN HIGHLANDS CLEARFIELD","809 TURNPIKE AVE",CLEARFIELD,PA,16830,8147682497,"Emergency Department",19,431,"809 TURNPIKE AVE
CLEARFIELD, PA
(41.033012, -78.449999)",3
390048,"GEISINGER-LEWISTOWN HOSPITAL","400 HIGHLAND AVENUE",LEWISTOWN,PA,17044,7172485411,"Emergency Department",24,768,"400 HIGHLAND AVENUE
LEWISTOWN, PA
(40.617853, -77.567402)",3
390030,"LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE","420 SOUTH JACKSON STREET",POTTSVILLE,PA,17901,5706215102,"Emergency Department",38,363,"420 SOUTH JACKSON STREET
POTTSVILLE, PA
(40.683749, -76.188858)",2
390037,"HERITAGE VALLEY SEWICKLEY","720 BLACKBURN ROAD",SEWICKLEY,PA,15143,4127417000,"Emergency Department",52,177,"720 BLACKBURN ROAD
SEWICKLEY, PA
(40.543523, -80.178756)",3
390039,"SOMERSET HOSPITAL","225 SOUTH CENTER AVENUE",SOMERSET,PA,15501,8144435000,"Emergency Department",11,490,"225 SOUTH CENTER AVENUE
SOMERSET, PA
(40.007081, -79.078598)",3
390062,"NASON HOSPITAL","105 NASON DRIVE","ROARING SPRING",PA,16673,8142242141,"Emergency Department",22,395,"105 NASON DRIVE
ROARING SPRING, PA
(40.338067, -78.388945)",4
390067,"PINNACLE HEALTH HOSPITALS","409 SOUTH SECOND STREET",HARRISBURG,PA,17105,7177825181,"Emergency Department",55,725,"409 SOUTH SECOND STREET
HARRISBURG, PA
(40.256258, -76.875329)",3
390142,"ALBERT EINSTEIN MEDICAL CENTER","5501 OLD YORK ROAD",PHILADELPHIA,PA,19141,2154566090,"Emergency Department",42,578,"5501 OLD YORK ROAD
PHILADELPHIA, PA
(40.036927, -75.144683)",1
390072,"BERWICK HOSPITAL CENTER","701 EAST 16TH STREET",BERWICK,PA,18603,5707595020,"Emergency Department",15,431,"701 EAST 16TH STREET
BERWICK, PA
(41.070159, -76.230804)",2
390070,"LOWER BUCKS HOSPITAL","501 BATH ROAD",BRISTOL,PA,19007,2157859200,"Emergency Department",17,655,"501 BATH ROAD
BRISTOL, PA
(40.104065, -74.864626)",4
390076,"BRANDYWINE HOSPITAL","201 REECEVILLE ROAD",COATESVILLE,PA,19320,6103838000,"Emergency Department",18,427,"201 REECEVILLE ROAD
COATESVILLE, PA
(40.009586, -75.790263)",2
390130,"CONEMAUGH MINERS MEDICAL CENTER","290 HAIDA AVENUE",HASTINGS,PA,16646,8142473100,"Emergency Department",15,347,"290 HAIDA AVENUE
HASTINGS, PA
(40.658907, -78.705756)",4
390101,"MEMORIAL HOSPITAL","325 SOUTH BELMONT STREET",YORK,PA,17403,7178438623,"Emergency Department",28,414,"325 SOUTH BELMONT STREET
YORK, PA
(39.967056, -76.69378)",3
390068,"HEART OF LANCASTER MEDICAL CENTER","1500 HIGHLANDS DRIVE",LITITZ,PA,17543,7176255000,"Emergency Department",12,431,"1500 HIGHLANDS DRIVE
LITITZ, PA
(40.134257, -76.309414)",3
161377,"MERCY MEDICAL CENTER-CENTERVILLE","ONE ST JOSEPH'S DRIVE",CENTERVILLE,IA,52544,6414374111,"Emergency Department","Not Available","Not Available","ONE ST JOSEPH'S DRIVE
CENTERVILLE, IA
",4
390080,"JEANES HOSPITAL","7600 CENTRAL AVENUE",PHILADELPHIA,PA,19111,2157282000,"Emergency Department",59,372,"7600 CENTRAL AVENUE
PHILADELPHIA, PA
(40.069071, -75.086551)",3
440184,"FRANKLIN WOODS COMMUNITY HOSPITAL","300 MED TECH PARKWAY","JOHNSON CITY",TN,37604,4233021120,"Emergency Department",16,11975,"300 MED TECH PARKWAY
JOHNSON CITY, TN
(36.337934, -82.40101)",5
390139,"MAIN LINE HOSPITAL BRYN MAWR CAMPUS","130 SOUTH BRYN MAWR AVE","BRYN MAWR",PA,19010,6105263000,"Emergency Department",26,383,"130 SOUTH BRYN MAWR AVE
BRYN MAWR, PA
(40.018515, -75.320482)",5
390112,"WINDBER HOSPITAL","600 SOMERSET AVENUE",WINDBER,PA,15963,8144673000,"Emergency Department",22,377,"600 SOMERSET AVENUE
WINDBER, PA
(40.242123, -78.837917)",4
390102,"UPMC ST MARGARET","815 FREEPORT ROAD",PITTSBURGH,PA,15215,4127844000,"Emergency Department",19,616,"815 FREEPORT ROAD
PITTSBURGH, PA
(40.487472, -79.896038)",4
390118,"BRADFORD REGIONAL MEDICAL CENTER","116 INTERSTATE PARKWAY",BRADFORD,PA,16701,8143684143,"Emergency Department",20,1097,"116 INTERSTATE PARKWAY
BRADFORD, PA
(41.961592, -78.66065)",3
390138,"WAYNESBORO HOSPITAL","501 EAST MAIN ST",WAYNESBORO,PA,17268,7177654000,"Emergency Department",17,431,"501 EAST MAIN ST
WAYNESBORO, PA
(39.751806, -77.570581)",3
390073,"UPMC ALTOONA","620 HOWARD AVENUE",ALTOONA,PA,16601,8148892011,"Emergency Department",14,620,"620 HOWARD AVENUE
ALTOONA, PA
(40.521092, -78.398293)",1
390104,"KANE COMMUNITY HOSPITAL","4372 ROUTE 6",KANE,PA,16735,8148378585,"Emergency Department",11,611,"4372 ROUTE 6
KANE, PA
(41.673401, -78.731025)",4
390081,"DELAWARE COUNTY MEMORIAL HOSPITAL","501 NORTH LANSDOWNE AVE","DREXEL HILL",PA,19026,2152848100,"Emergency Department",44,372,"501 NORTH LANSDOWNE AVE
DREXEL HILL, PA
(39.953877, -75.283921)",2
390116,"SUBURBAN COMMUNITY HOSPITAL","2701 DEKALB PIKE",NORRISTOWN,PA,19401,2152782000,"Emergency Department",24,444,"2701 DEKALB PIKE
NORRISTOWN, PA
(40.138961, -75.315289)",1
390115,"ARIA HEALTH","10800 KNIGHTS ROAD",PHILADELPHIA,PA,19114,2156124129,"Emergency Department",31,380,"10800 KNIGHTS ROAD
PHILADELPHIA, PA
(40.070788, -74.981429)",3
390097,"HOLY REDEEMER HOSPITAL AND MEDICAL CENTER","1648 HUNTINGDON PIKE",MEADOWBROOK,PA,19046,2159473000,"Emergency Department",24,387,"1648 HUNTINGDON PIKE
MEADOWBROOK, PA
(40.108944, -75.081101)",4
390127,"PHOENIXVILLE HOSPITAL","140 NUTT ROAD",PHOENIXVILLE,PA,19460,6109831000,"Emergency Department",16,424,"140 NUTT ROAD
PHOENIXVILLE, PA
(40.133387, -75.538053)",2
390096,"ST JOSEPH MEDICAL CENTER","2500 BERNVILLE ROAD",READING,PA,19605,6103782300,"Emergency Department",60,342,"2500 BERNVILLE ROAD
READING, PA
(40.376717, -75.977661)",2
390063,"UPMC HAMOT","201 STATE STREET",ERIE,PA,16550,8148776000,"Emergency Department",33,614,"201 STATE STREET
ERIE, PA
(42.133331, -80.087825)",2
